Employee_ID,Age,Department,JobRole,MonthlyIncome,YearsAtCompany,WorkLifeBalance,JobSatisfaction,EnvironmentSatisfaction,OverTime,StressLevel,ManagerRating,PromotionInLast2Years,HealthScore,RemoteWork,Attrition
EMP02078,57,Sales,Account Manager,10269,15,1,3,4,No,3,4,Yes,2,No,No
EMP02079,24,Sales,Sales Executive,4065,3,2,4,3,No,1,4,No,2,No,No
EMP02080,37,Sales,Account Manager,6676,4,4,3,4,Yes,2,2,No,3,No,Yes
EMP02081,47,HR,HR Specialist,9908,10,3,3,1,No,4,3,Yes,1,No,No
EMP02082,30,Marketing,Brand Manager,6344,3,1,3,2,No,3,4,No,4,No,No
EMP02083,43,Sales,Sales Representative,8052,4,3,2,2,No,1,2,No,1,Yes,No
EMP02084,24,Engineering,DevOps Specialist,4523,3,4,3,3,No,4,3,No,2,Yes,Yes
EMP02085,24,Sales,Sales Executive,5063,3,3,4,1,Yes,4,4,No,2,Yes,Yes
EMP02086,53,HR,HR Manager,9299,1,3,1,1,No,4,1,No,1,No,Yes
EMP02087,39,HR,HR Specialist,7424,3,4,4,3,No,3,4,No,5,No,No
EMP02088,33,Engineering,DevOps Specialist,5962,4,3,4,1,Yes,1,2,No,3,Yes,No
EMP02089,51,R&D,Lab Technician,10540,8,3,1,4,No,1,3,No,3,Yes,No
EMP02090,59,Sales,Sales Representative,11803,11,4,3,4,Yes,3,2,No,3,No,No
EMP02091,49,HR,HR Specialist,9343,15,2,1,2,No,1,4,No,3,No,No
EMP02092,59,R&D,Lab Technician,10864,14,3,1,1,Yes,2,3,No,1,No,No
EMP02093,34,Marketing,Marketing Specialist,6570,11,4,2,1,Yes,4,2,No,4,Yes,No
EMP02094,25,Engineering,Tech Lead,4720,1,3,1,2,Yes,4,3,No,4,No,No
EMP02095,38,Engineering,Software Engineer,7439,2,3,3,1,No,1,4,No,4,No,No
EMP02096,24,R&D,Lab Technician,5318,3,2,3,2,No,3,4,No,2,No,No
EMP02097,49,Engineering,Tech Lead,8596,8,1,3,1,No,1,2,No,4,No,No
EMP02098,42,Engineering,Software Engineer,7508,10,2,3,3,Yes,3,3,No,4,Yes,No
EMP02099,57,Marketing,Marketing Specialist,11309,6,3,3,2,No,4,3,Yes,5,Yes,Yes
EMP02100,37,R&D,Research Scientist,6691,11,3,2,4,No,3,1,No,4,No,No
EMP02101,49,R&D,Research Scientist,9698,11,4,2,2,Yes,4,3,No,3,No,Yes
EMP02102,28,R&D,R&D Director,5216,7,4,4,1,No,4,2,No,4,Yes,Yes
EMP02103,40,HR,HR Specialist,8028,4,1,2,2,No,2,2,No,4,No,Yes
EMP02104,38,Engineering,Software Engineer,8069,3,3,4,3,No,2,1,No,5,Yes,No
EMP02105,54,HR,HR Specialist,10431,13,1,4,3,No,2,1,No,4,No,No
EMP02106,26,Engineering,Tech Lead,5173,2,3,1,1,No,4,3,No,2,No,No
EMP02107,22,Marketing,Marketing Specialist,4226,1,3,3,1,No,1,1,No,2,Yes,Yes
EMP02108,54,R&D,Lab Technician,11026,9,4,4,1,Yes,2,4,No,5,Yes,No
EMP02109,43,Sales,Sales Executive,7326,10,1,4,2,No,1,1,No,4,Yes,No
EMP02110,43,HR,HR Specialist,9110,6,3,3,3,Yes,1,2,No,5,No,Yes
EMP02111,58,Marketing,Marketing Specialist,10673,13,4,2,2,No,4,4,No,4,Yes,No
EMP02112,26,Marketing,Marketing Specialist,5065,5,1,3,2,Yes,2,4,No,4,No,Yes
EMP02113,33,Marketing,Marketing Specialist,5581,10,3,1,2,No,1,1,No,4,Yes,No
EMP02114,55,R&D,Lab Technician,11585,1,1,1,4,No,1,4,No,3,No,Yes
EMP02115,50,HR,HR Specialist,10289,8,1,4,2,No,4,3,No,5,Yes,No
EMP02116,27,Engineering,QA Engineer,4493,6,3,1,4,Yes,1,2,No,3,No,Yes
EMP02117,32,HR,HR Manager,6419,8,3,3,4,No,4,1,No,1,No,No
EMP02118,25,Sales,Account Manager,5204,4,1,3,2,No,4,1,No,3,No,Yes
EMP02119,29,Marketing,Brand Manager,5237,8,3,3,2,No,2,4,No,5,Yes,No
EMP02120,30,Engineering,DevOps Specialist,5500,9,3,4,1,Yes,4,1,No,3,Yes,Yes
EMP02121,49,Sales,Sales Executive,9744,11,3,4,2,No,2,4,No,1,No,No
EMP02122,39,Marketing,Brand Manager,6761,11,1,4,3,Yes,4,4,No,4,No,Yes
EMP02123,55,R&D,R&D Director,10508,1,4,1,3,No,1,3,No,3,Yes,No
EMP02124,53,HR,HR Manager,9391,7,2,1,4,No,3,2,Yes,4,Yes,No
EMP02125,35,R&D,R&D Director,5745,12,4,3,1,No,2,2,No,3,No,No
EMP02126,57,Marketing,Brand Manager,11877,11,3,1,2,Yes,1,4,No,5,No,No
EMP02127,33,Marketing,Brand Manager,5412,12,4,2,3,Yes,2,1,No,5,Yes,No
EMP02128,29,Sales,Account Manager,5671,6,1,1,3,No,2,4,No,2,No,Yes
EMP02129,32,Engineering,Tech Lead,5923,4,3,1,3,No,1,2,No,1,No,No
EMP02130,52,Sales,Account Manager,9757,3,3,1,4,No,1,2,No,5,Yes,No
EMP02131,42,Marketing,Brand Manager,7105,6,3,3,2,Yes,3,2,No,3,Yes,Yes
EMP02132,55,Marketing,Brand Manager,10263,14,3,2,4,No,3,2,No,1,No,No
EMP02133,40,Sales,Sales Representative,7893,7,3,2,2,No,1,4,No,1,Yes,No
EMP02134,24,R&D,Research Scientist,3527,3,4,2,4,No,1,2,No,4,No,No
EMP02135,28,Sales,Sales Representative,5178,7,4,2,2,Yes,2,4,No,4,Yes,No
EMP02136,29,Sales,Sales Representative,5123,8,1,1,3,Yes,3,4,No,3,Yes,No
EMP02137,35,Engineering,QA Engineer,6680,1,3,3,2,No,2,1,No,1,Yes,No
EMP02138,45,Sales,Account Manager,8099,9,2,4,2,No,3,4,Yes,5,No,No
EMP02139,54,Marketing,Marketing Specialist,10037,5,2,2,1,Yes,2,4,No,4,Yes,No
EMP02140,37,Sales,Account Manager,6992,4,4,2,3,Yes,2,1,No,4,No,No
EMP02141,32,HR,HR Manager,6728,7,1,2,2,No,2,2,No,2,No,No
EMP02142,52,Engineering,Tech Lead,9939,3,3,2,4,No,3,1,No,3,Yes,No
EMP02143,59,Engineering,Software Engineer,11444,5,2,1,1,No,1,2,No,1,Yes,No
EMP02144,59,R&D,Research Scientist,12137,11,4,1,2,No,2,1,No,2,No,No
EMP02145,25,Sales,Sales Representative,5495,4,3,4,4,No,2,4,No,3,Yes,No
EMP02146,39,R&D,R&D Director,7819,3,1,2,2,No,3,4,No,3,Yes,Yes
EMP02147,31,R&D,Lab Technician,6463,8,3,3,2,No,4,3,Yes,1,Yes,No
EMP02148,22,R&D,R&D Director,3988,1,1,4,3,No,2,1,Yes,5,Yes,Yes
EMP02149,49,R&D,Research Scientist,10288,7,2,4,4,Yes,4,3,No,4,Yes,Yes
EMP02150,41,Marketing,Marketing Specialist,8280,14,1,2,2,No,3,2,No,2,Yes,No
EMP02151,38,Marketing,Brand Manager,8047,10,3,4,4,Yes,1,2,Yes,3,Yes,No
EMP02152,46,R&D,Lab Technician,9534,6,4,1,1,No,3,4,No,1,Yes,Yes
EMP02153,41,HR,HR Manager,8525,10,4,3,2,No,3,1,No,5,Yes,No
EMP02154,56,Engineering,Software Engineer,10055,9,2,4,3,No,2,4,No,4,No,No
EMP02155,47,HR,HR Manager,8685,9,3,2,1,Yes,2,4,Yes,4,Yes,No
EMP02156,49,HR,HR Specialist,8697,5,2,3,3,No,1,2,No,5,Yes,No
EMP02157,55,Engineering,Tech Lead,10048,1,1,3,2,Yes,2,2,No,4,No,No
EMP02158,31,Sales,Sales Representative,5089,10,2,4,1,Yes,2,1,No,2,No,Yes
EMP02159,39,Sales,Sales Executive,7513,8,4,2,3,Yes,4,1,No,5,Yes,No
EMP02160,33,Engineering,DevOps Specialist,7052,7,4,4,3,No,4,1,No,4,No,No
EMP02161,56,Marketing,Marketing Specialist,11660,11,2,1,1,Yes,3,2,No,5,Yes,Yes
EMP02162,30,HR,HR Manager,5144,6,3,4,2,No,3,1,No,4,No,Yes
EMP02163,48,HR,HR Specialist,9329,9,4,2,1,No,3,1,No,5,No,No
EMP02164,46,Engineering,Tech Lead,9116,1,4,3,4,No,1,2,No,1,No,No
EMP02165,29,Engineering,QA Engineer,6222,8,3,3,4,No,1,1,No,1,No,Yes
EMP02166,27,HR,HR Specialist,4279,6,4,4,1,No,1,2,No,3,No,Yes
EMP02167,22,R&D,R&D Director,3799,1,2,1,4,No,3,2,No,4,No,Yes
EMP02168,58,R&D,R&D Director,11670,7,4,4,4,No,1,2,Yes,2,No,No
EMP02169,29,Sales,Sales Representative,5651,8,2,2,4,No,2,3,No,3,Yes,No
EMP02170,22,HR,HR Manager,4573,1,4,3,3,No,3,2,No,1,Yes,No
EMP02171,35,Engineering,QA Engineer,7316,9,3,4,2,No,3,1,No,1,No,Yes
EMP02172,30,Marketing,Brand Manager,6358,9,2,3,2,Yes,2,4,No,2,Yes,No
EMP02173,44,HR,HR Manager,8803,7,3,2,3,No,2,4,No,5,No,No
EMP02174,24,HR,HR Manager,3742,3,1,4,4,No,3,3,No,4,Yes,Yes
EMP02175,50,HR,HR Specialist,10262,8,2,3,2,No,1,4,Yes,2,Yes,No
EMP02176,36,Marketing,Marketing Specialist,5868,1,2,2,4,Yes,1,1,No,2,No,No
EMP02177,58,Engineering,DevOps Specialist,11902,14,2,1,4,No,4,4,No,2,No,No
EMP02178,39,HR,HR Manager,7802,9,1,1,2,Yes,4,4,No,2,Yes,Yes
EMP02179,52,Engineering,Software Engineer,9376,13,2,1,1,No,1,1,No,4,No,No
EMP02180,34,R&D,Lab Technician,7070,2,2,2,4,Yes,2,2,Yes,2,Yes,No
EMP02181,57,Engineering,Software Engineer,11637,8,2,3,3,No,1,3,No,5,No,No
EMP02182,58,Engineering,DevOps Specialist,11341,4,1,2,1,No,3,2,No,4,No,No
EMP02183,43,Sales,Sales Representative,8386,14,3,1,3,No,3,4,No,3,Yes,No
EMP02184,53,Marketing,Marketing Specialist,10057,9,4,1,1,No,3,1,No,3,Yes,No
EMP02185,50,Engineering,Software Engineer,8649,5,1,2,4,Yes,1,2,Yes,4,Yes,Yes
EMP02186,31,HR,HR Manager,5065,10,2,2,3,No,2,3,No,5,No,No
EMP02187,44,Marketing,Marketing Specialist,8398,4,2,3,4,No,4,3,No,2,No,No
EMP02188,58,R&D,Lab Technician,10667,7,4,4,2,No,4,1,No,2,Yes,No
EMP02189,48,Engineering,QA Engineer,9490,10,3,4,1,No,4,4,No,4,No,Yes
EMP02190,48,HR,HR Specialist,8469,14,2,1,3,No,4,2,No,5,No,No
EMP02191,31,Marketing,Marketing Specialist,5543,6,4,2,1,Yes,1,2,No,1,Yes,Yes
EMP02192,57,Marketing,Marketing Specialist,10651,10,2,2,1,Yes,3,3,No,1,No,No
EMP02193,37,Engineering,Tech Lead,7430,3,4,2,1,Yes,2,3,No,4,Yes,No
EMP02194,45,R&D,Lab Technician,8707,15,1,1,1,No,1,4,No,5,Yes,No
EMP02195,51,Sales,Account Manager,10627,3,2,3,1,No,4,4,No,2,Yes,Yes
EMP02196,34,Sales,Sales Representative,6929,12,3,1,2,No,4,1,No,1,No,Yes
EMP02197,52,Marketing,Brand Manager,9496,14,2,1,4,No,3,3,No,3,No,Yes
EMP02198,44,Marketing,Marketing Specialist,8394,14,2,3,2,No,1,4,No,4,Yes,No
EMP02199,40,Engineering,Software Engineer,8138,4,1,3,1,No,4,2,No,5,Yes,No
EMP02200,22,Sales,Sales Representative,4170,1,2,2,1,Yes,3,3,No,4,No,No
EMP02201,41,HR,HR Manager,7442,14,4,4,2,Yes,3,4,No,2,Yes,No
EMP02202,24,Marketing,Marketing Specialist,4725,3,1,4,3,No,2,2,No,1,No,No
EMP02203,29,Engineering,QA Engineer,5000,1,3,2,1,No,4,2,Yes,1,No,No
EMP02204,32,Sales,Account Manager,6132,3,1,1,2,No,2,2,No,5,No,No
EMP02205,54,Sales,Sales Executive,10921,7,3,4,2,No,2,4,No,4,Yes,No
EMP02206,46,Engineering,DevOps Specialist,8327,8,4,2,4,Yes,3,3,Yes,5,Yes,No
EMP02207,33,HR,HR Specialist,5991,6,4,4,2,No,2,2,No,5,No,No
EMP02208,54,Engineering,DevOps Specialist,9793,9,3,3,3,No,4,3,No,3,Yes,No
EMP02209,22,HR,HR Specialist,3032,1,1,1,1,No,1,4,No,1,No,Yes
EMP02210,30,Engineering,Tech Lead,6175,4,2,3,4,No,3,4,No,1,Yes,No
EMP02211,57,Sales,Account Manager,11663,3,2,2,3,No,1,1,No,2,No,No
EMP02212,57,Sales,Account Manager,10789,15,3,2,4,Yes,3,4,No,4,No,No
EMP02213,32,Marketing,Brand Manager,6251,10,4,1,3,No,2,3,No,2,Yes,No
EMP02214,23,Marketing,Brand Manager,4402,2,4,3,4,No,3,1,No,3,Yes,No
EMP02215,30,Marketing,Brand Manager,4786,6,4,3,4,Yes,3,2,No,5,Yes,No
EMP02216,37,R&D,Research Scientist,7338,6,1,2,2,Yes,4,3,No,3,Yes,Yes
EMP02217,48,R&D,Research Scientist,9831,3,3,2,3,No,3,2,No,2,Yes,No
EMP02218,33,Sales,Account Manager,6014,10,2,4,2,No,2,4,No,3,Yes,No
EMP02219,51,Marketing,Marketing Specialist,9740,15,3,2,4,No,4,3,No,5,No,No
EMP02220,59,HR,HR Manager,10572,7,3,4,4,Yes,1,3,No,4,Yes,Yes
EMP02221,46,Marketing,Brand Manager,8168,11,2,3,1,No,4,1,No,3,Yes,No
EMP02222,32,Engineering,QA Engineer,5247,5,1,2,2,No,1,2,No,4,No,No
EMP02223,31,R&D,Lab Technician,5291,10,2,3,4,No,2,4,No,2,Yes,No
EMP02224,33,Sales,Account Manager,5276,9,1,1,2,Yes,2,2,No,5,Yes,Yes
EMP02225,27,Engineering,DevOps Specialist,4324,6,3,1,4,No,1,2,No,2,Yes,No
EMP02226,58,Sales,Sales Representative,11933,9,1,1,4,No,1,4,No,2,Yes,No
EMP02227,56,Engineering,Tech Lead,11712,14,1,1,2,No,4,1,No,5,No,Yes
EMP02228,43,R&D,Research Scientist,7306,9,1,3,3,No,1,1,No,1,Yes,No
EMP02229,32,Engineering,QA Engineer,5620,11,2,2,2,No,1,4,No,5,Yes,No
EMP02230,32,Marketing,Marketing Specialist,5190,10,1,1,2,Yes,3,2,No,3,Yes,Yes
EMP02231,37,Marketing,Brand Manager,7020,12,1,3,4,No,1,3,No,5,Yes,No
EMP02232,42,Marketing,Brand Manager,7881,7,3,3,3,No,2,2,No,5,Yes,No
EMP02233,57,Sales,Sales Executive,10410,15,1,3,4,Yes,4,4,No,5,No,No
EMP02234,28,R&D,Lab Technician,5976,2,4,2,3,No,3,1,No,2,No,Yes
EMP02235,55,Sales,Account Manager,11320,6,4,4,1,No,2,2,Yes,4,Yes,No
EMP02236,39,Marketing,Marketing Specialist,7057,12,2,2,2,No,3,4,No,5,No,No
EMP02237,59,Engineering,DevOps Specialist,11746,9,3,2,4,Yes,3,1,No,5,Yes,No
EMP02238,50,Marketing,Marketing Specialist,9814,8,1,4,2,No,4,1,No,1,No,No
EMP02239,35,Sales,Sales Representative,5601,11,3,3,4,No,2,2,No,1,No,Yes
EMP02240,36,Engineering,Software Engineer,6261,7,4,4,3,No,1,4,No,4,Yes,No
EMP02241,42,Engineering,Software Engineer,8065,11,1,2,2,No,3,1,No,4,No,No
EMP02242,49,Marketing,Brand Manager,8421,13,2,4,4,Yes,1,2,No,5,Yes,Yes
EMP02243,36,Marketing,Marketing Specialist,6041,2,1,3,2,No,2,4,No,2,No,No
EMP02244,49,Sales,Sales Representative,8675,7,2,2,1,No,3,2,No,3,Yes,No
EMP02245,41,Engineering,Tech Lead,8646,2,1,3,2,No,3,1,No,2,Yes,No
EMP02246,59,HR,HR Specialist,11154,8,1,2,4,No,3,4,No,3,No,No
EMP02247,23,R&D,Research Scientist,4264,2,4,3,1,Yes,3,4,Yes,1,No,Yes
EMP02248,54,Sales,Sales Executive,10307,7,4,1,2,Yes,4,3,No,2,No,No
EMP02249,56,Sales,Account Manager,11079,4,1,4,2,No,4,2,No,5,Yes,No
EMP02250,26,Sales,Sales Executive,5018,4,2,2,1,No,4,1,No,4,No,No
EMP02251,33,R&D,R&D Director,6948,6,4,2,1,No,2,3,Yes,2,Yes,No
EMP02252,39,R&D,Lab Technician,6563,14,1,2,2,Yes,3,1,No,3,No,No
EMP02253,59,HR,HR Specialist,10648,8,3,2,1,No,4,1,No,3,No,No
EMP02254,56,HR,HR Manager,10264,12,4,4,3,No,2,3,No,2,No,No
EMP02255,37,R&D,R&D Director,6806,4,2,1,1,Yes,1,2,Yes,5,Yes,No
EMP02256,26,HR,HR Specialist,5617,5,1,3,2,No,1,4,No,5,No,No
EMP02257,53,HR,HR Specialist,9798,3,2,3,2,No,4,4,No,1,Yes,No
EMP02258,38,Sales,Sales Executive,7337,13,3,1,4,No,3,3,No,2,Yes,No
EMP02259,39,HR,HR Specialist,6583,8,1,2,4,No,2,1,No,3,No,No
EMP02260,22,Engineering,QA Engineer,4609,1,2,3,3,Yes,1,4,No,3,No,No
EMP02261,47,HR,HR Manager,8134,7,4,4,3,No,4,1,No,1,No,No
EMP02262,55,R&D,Research Scientist,10722,6,4,2,1,No,4,4,No,5,Yes,Yes
EMP02263,41,Marketing,Brand Manager,7284,2,3,4,4,No,2,3,No,2,Yes,No
EMP02264,59,HR,HR Manager,11998,7,3,3,2,No,1,1,No,1,No,Yes
EMP02265,49,Engineering,Software Engineer,9343,9,1,2,3,Yes,4,4,No,5,No,Yes
EMP02266,42,HR,HR Specialist,8526,11,4,3,3,Yes,4,3,Yes,3,No,No
EMP02267,41,Marketing,Brand Manager,7272,8,2,4,2,No,2,2,No,1,Yes,No
EMP02268,53,HR,HR Specialist,11127,9,4,1,4,No,1,4,No,1,No,No
EMP02269,38,R&D,Lab Technician,8190,2,3,1,3,No,2,1,No,1,No,No
EMP02270,29,Marketing,Brand Manager,5169,8,2,1,3,No,1,1,No,2,Yes,No
EMP02271,29,Marketing,Brand Manager,5763,1,2,4,3,No,3,4,No,4,Yes,No
EMP02272,30,R&D,Research Scientist,5799,9,1,1,3,No,3,4,No,5,No,No
EMP02273,52,HR,HR Specialist,10148,3,3,1,4,No,4,2,No,2,Yes,Yes
EMP02274,52,HR,HR Specialist,10835,12,3,1,1,Yes,1,1,No,3,Yes,No
EMP02275,24,Sales,Account Manager,5163,3,1,1,2,No,2,1,No,4,Yes,No
EMP02276,28,HR,HR Specialist,5708,3,2,1,4,No,1,4,No,1,Yes,No
EMP02277,41,Sales,Account Manager,8388,13,2,4,4,Yes,2,1,No,2,No,No
EMP02278,35,Sales,Account Manager,7416,6,4,4,2,Yes,2,1,No,1,No,No
EMP02279,33,Marketing,Marketing Specialist,5473,7,3,1,2,Yes,2,3,No,4,Yes,No
EMP02280,58,R&D,Lab Technician,11935,2,2,3,3,No,1,2,No,4,Yes,No
EMP02281,38,Engineering,Software Engineer,7992,15,2,3,3,No,4,2,No,4,Yes,Yes
EMP02282,51,Engineering,QA Engineer,9305,2,2,3,4,No,3,2,Yes,4,No,No
EMP02283,31,R&D,R&D Director,6206,10,2,3,2,Yes,2,1,No,2,No,No
EMP02284,44,Sales,Account Manager,9320,13,1,1,1,No,3,4,No,5,No,Yes
EMP02285,33,Engineering,Tech Lead,5577,12,4,2,3,Yes,1,1,No,1,No,Yes
EMP02286,58,Engineering,DevOps Specialist,11373,6,2,2,1,No,4,4,No,3,Yes,No
EMP02287,22,Sales,Sales Representative,3099,1,2,3,2,No,3,3,No,4,No,No
EMP02288,33,Sales,Sales Representative,6896,4,2,1,4,No,3,3,No,5,No,No
EMP02289,33,Marketing,Brand Manager,6072,6,1,1,3,Yes,3,1,No,1,Yes,No
EMP02290,36,HR,HR Manager,7638,7,3,4,4,Yes,2,4,No,4,No,Yes
EMP02291,51,Marketing,Marketing Specialist,10647,3,2,3,4,Yes,4,2,Yes,1,No,Yes
EMP02292,38,Sales,Account Manager,6478,12,2,3,1,Yes,3,1,No,2,No,No
EMP02293,44,Engineering,QA Engineer,8388,8,3,2,2,No,1,3,No,3,Yes,No
EMP02294,34,Marketing,Marketing Specialist,5591,3,4,1,2,No,3,2,Yes,4,Yes,No
EMP02295,57,Sales,Sales Executive,11591,2,2,4,3,No,1,3,No,1,Yes,Yes
EMP02296,46,Marketing,Brand Manager,8651,9,4,1,4,No,1,1,No,2,No,Yes
EMP02297,59,Sales,Sales Executive,10610,12,4,4,3,No,2,3,Yes,3,No,No
EMP02298,44,R&D,R&D Director,8129,15,1,1,4,No,2,2,No,1,Yes,No
EMP02299,33,Engineering,Tech Lead,6339,11,1,1,4,Yes,1,2,No,1,No,No
EMP02300,33,R&D,Lab Technician,5399,11,2,4,1,No,2,2,No,2,Yes,No
EMP02301,40,R&D,Research Scientist,7955,6,4,1,2,No,4,1,No,2,No,No
EMP02302,53,Marketing,Marketing Specialist,10264,5,3,2,4,No,4,4,No,1,Yes,No
EMP02303,24,R&D,Research Scientist,4802,3,2,1,4,Yes,3,4,No,4,No,Yes
EMP02304,54,Engineering,Software Engineer,10243,7,1,2,4,No,1,3,No,4,Yes,No
EMP02305,52,R&D,R&D Director,10147,11,1,2,4,No,4,4,No,3,No,No
EMP02306,42,R&D,Research Scientist,7992,9,2,3,1,No,1,1,No,4,No,No
EMP02307,48,HR,HR Manager,9885,14,4,2,3,Yes,4,4,No,2,No,No
EMP02308,54,Marketing,Brand Manager,11096,15,3,3,2,No,4,1,No,4,Yes,No
EMP02309,45,Engineering,DevOps Specialist,8611,9,3,1,1,Yes,1,1,No,1,No,No
EMP02310,31,Engineering,DevOps Specialist,5346,10,4,1,1,No,3,3,No,5,Yes,No
EMP02311,29,Engineering,QA Engineer,4478,8,2,1,2,No,3,2,No,1,No,No
EMP02312,54,Marketing,Marketing Specialist,10231,1,3,4,2,No,4,2,No,5,No,Yes
EMP02313,43,Engineering,Tech Lead,8915,8,2,2,1,Yes,3,4,No,4,Yes,Yes
EMP02314,32,Marketing,Brand Manager,5313,11,1,3,4,No,3,4,No,2,Yes,No
EMP02315,58,HR,HR Specialist,10263,4,2,1,2,No,2,4,No,2,No,No
EMP02316,45,Engineering,Software Engineer,8345,10,2,1,1,No,2,4,No,2,No,No
EMP02317,31,Sales,Sales Executive,5623,5,1,1,4,Yes,3,1,No,4,Yes,Yes
EMP02318,36,Sales,Sales Representative,6752,4,2,4,4,Yes,2,3,No,5,Yes,Yes
EMP02319,54,R&D,R&D Director,10207,2,1,1,1,No,3,2,Yes,1,No,No
EMP02320,29,HR,HR Manager,5119,8,4,2,3,No,1,1,No,1,Yes,No
EMP02321,25,Marketing,Marketing Specialist,4956,4,3,4,4,No,1,3,No,3,No,Yes
EMP02322,23,Sales,Sales Representative,3851,2,1,3,1,Yes,3,3,No,5,Yes,Yes
EMP02323,53,Marketing,Marketing Specialist,11062,10,1,3,2,Yes,3,2,No,4,Yes,Yes
EMP02324,28,Marketing,Brand Manager,4860,2,2,2,3,Yes,1,3,No,5,No,Yes
EMP02325,50,HR,HR Specialist,9376,3,3,2,3,No,1,4,No,4,No,No
EMP02326,41,HR,HR Manager,8279,10,4,2,3,No,3,1,Yes,5,No,No
EMP02327,36,HR,HR Specialist,6884,1,1,2,2,Yes,2,4,Yes,5,Yes,No
EMP02328,54,Marketing,Marketing Specialist,11243,9,3,3,3,No,4,2,No,1,No,No
EMP02329,26,Engineering,Tech Lead,4575,5,2,4,1,No,4,4,Yes,3,Yes,Yes
EMP02330,23,HR,HR Specialist,4582,1,1,2,1,No,4,2,Yes,1,No,Yes
EMP02331,59,HR,HR Specialist,10739,3,1,1,4,Yes,1,1,No,1,Yes,No
EMP02332,50,Sales,Account Manager,9963,9,2,4,1,Yes,4,3,No,2,No,Yes
EMP02333,39,Marketing,Marketing Specialist,6427,4,4,3,4,No,4,1,Yes,4,No,No
EMP02334,28,Marketing,Marketing Specialist,4810,4,4,2,2,Yes,1,2,No,2,No,No
EMP02335,26,Marketing,Brand Manager,5509,2,3,4,3,Yes,1,2,No,1,No,No
EMP02336,27,HR,HR Manager,4210,1,1,1,3,No,1,1,No,5,No,Yes
EMP02337,51,HR,HR Specialist,9456,6,3,2,3,No,4,4,No,1,No,Yes
EMP02338,40,HR,HR Specialist,7717,15,4,4,2,No,1,4,No,3,No,No
EMP02339,30,Sales,Sales Representative,4651,1,2,3,2,No,2,2,Yes,4,No,No
EMP02340,39,R&D,Lab Technician,7650,11,4,4,3,Yes,1,1,No,5,No,No
EMP02341,27,HR,HR Specialist,4351,6,2,4,3,No,4,2,Yes,3,Yes,Yes
EMP02342,51,HR,HR Specialist,9676,10,4,3,1,No,3,2,No,2,No,Yes
EMP02343,33,R&D,R&D Director,6415,7,4,1,2,No,2,2,No,5,Yes,Yes
EMP02344,27,HR,HR Manager,4317,6,2,1,2,No,2,4,No,4,No,No
EMP02345,36,Sales,Sales Representative,6231,10,4,4,3,No,4,3,No,1,Yes,Yes
EMP02346,40,Engineering,QA Engineer,6783,15,4,4,1,Yes,1,2,No,5,Yes,Yes
EMP02347,45,Marketing,Marketing Specialist,8981,7,2,3,2,No,1,4,Yes,3,No,No
EMP02348,22,Engineering,DevOps Specialist,4451,1,3,4,3,Yes,4,2,No,5,No,No
EMP02349,41,Engineering,DevOps Specialist,7114,6,3,4,4,Yes,3,1,No,4,Yes,No
EMP02350,52,Sales,Sales Executive,9423,9,1,1,3,No,4,2,No,5,Yes,Yes
EMP02351,40,Engineering,Software Engineer,7827,1,2,2,1,No,1,2,No,3,Yes,No
EMP02352,40,Sales,Sales Executive,7481,15,2,1,1,No,3,1,No,2,No,No
EMP02353,23,Sales,Sales Executive,3375,2,4,4,4,No,3,2,No,4,Yes,No
EMP02354,35,R&D,R&D Director,6610,13,1,2,3,Yes,2,4,Yes,2,Yes,No
EMP02355,55,R&D,Lab Technician,10476,2,2,4,3,No,2,1,No,2,No,No
EMP02356,23,Marketing,Brand Manager,3230,2,3,4,3,No,2,4,No,2,No,Yes
EMP02357,36,Engineering,DevOps Specialist,5851,10,2,3,1,No,4,4,No,5,No,Yes
EMP02358,31,Sales,Sales Executive,5489,2,3,4,1,No,1,2,Yes,1,No,Yes
EMP02359,32,HR,HR Specialist,6352,11,2,4,2,Yes,1,2,No,5,No,No
EMP02360,22,Engineering,Tech Lead,3083,1,1,3,3,Yes,4,4,No,4,Yes,Yes
EMP02361,49,Engineering,Tech Lead,8784,7,1,2,3,No,2,1,No,4,No,No
EMP02362,29,Marketing,Marketing Specialist,5420,3,4,3,3,Yes,1,1,No,1,No,Yes
EMP02363,41,Sales,Sales Executive,7599,2,3,4,4,No,2,3,No,2,No,No
EMP02364,37,Marketing,Brand Manager,7267,4,4,1,2,Yes,3,1,No,4,No,No
EMP02365,33,Marketing,Brand Manager,5671,10,2,2,1,No,2,2,Yes,4,No,No
EMP02366,52,Marketing,Marketing Specialist,9200,4,3,2,2,No,3,2,Yes,2,Yes,No
EMP02367,57,Sales,Sales Representative,11536,9,4,4,2,Yes,1,4,No,1,Yes,No
EMP02368,42,R&D,Research Scientist,7558,3,4,1,2,No,4,4,No,3,No,No
EMP02369,31,HR,HR Specialist,5795,4,1,1,1,Yes,3,3,No,1,No,Yes
EMP02370,22,Engineering,DevOps Specialist,4958,1,3,1,2,Yes,4,4,No,4,No,Yes
EMP02371,51,HR,HR Specialist,9837,13,2,2,4,No,3,3,No,1,No,No
EMP02372,44,HR,HR Manager,7622,12,2,4,4,Yes,1,4,No,2,No,No
EMP02373,45,Sales,Sales Representative,8643,13,1,3,2,Yes,1,4,No,1,No,No
